Year,Site-yr,Site-no,Site,Soil,Texture,prevCrop,Till,Treatment,Treat-no,Plot,Rep,lbsN,FN,lbsP2O5,FP,lbsK20,FK,lbsS,FS,POP ha,POP ac,GDM,CDM,VDM,TDM,cobHi,HI,EARS,BARR,PROL,KERNE,KERNm,HSW,gUN,cUN,vUN,UN,NHI,gUP,cUP,vUP,UP,PHI,gUK,cUK,vUK,UK,KHI,gUCa,cUCa,vUCa,UCa,CaHI,gUMg,cUMg,vUMg,UMg,MgHI,gUS,cUS,vUS,US,SHI,gN,gP,gK,gCa,gMg,gS,cN,cP,cK,cCa,cMg,cS,vN,vP,vK,vCa,vMg,vS,SOM 0-4,SOM 4-8,SOM 0-8,SOM 8-16,pH 0-4,pH 4-8,pH 0-8,pH 8-16,bpH 0-4,bpH 4-8,bpH 0-8,bpH 8-16,Bray-P 0-4,Bray-P 4-8,Bray-P 0-8,Bray-P 8-16,cumBray-P8,cumBray-P16,Olsen-P 0-4,Olsen-P 4-8,Olsen-P 0-8,Olsen-P 8-16,cumOls-P8,cumOls-P16,K 0-4,K 4-8,K 0-8,K 8-16,cumK8,cumK16,NO3-12S,NO3-24S,NO3-36S,NO3-48S,avgNO3-S2ft,avgNO3-S3ft,avgNO3-S4ft,cumNO3-S,NO3-12F,NO3-24F,NO3-36F,NO3-48F,avgNO3-F,cumNO3-F,PSNT,Amino-N 0-6,Amino-N 6-12,SO4-S12,SO4-S24,SO4-S36,avgSO4-S,cumSO4-S,Zn 0-4,Zn 4-8,Zn 0-8,Fe 0-4,Fe 4-8,Fe 0-8,Mn 0-4,Mn 4-8,Mn 0-8,Cu 0-4,Cu 4-8,Cu 0-8,S 0-4,S 4-8,S 0-8,BD 0-8,irrigN,Observed L (F),Observed H (F),Normal L (F),Normal H (F),Observed Precip (inches),Observed S Fall (inches),GY Mg
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P2K2,8,408,4,250,280,82,40,86,80,0,0,64753,26205,12208,1482,11533,25223,0.89,0.48,63674,3.3,1.7,646,4110,29.7,151.6,4.3,132.2,288.1,0.53,51.2,0.2,4.5,55.9,0.92,53.3,9.2,370.1,432.6,0.12,2.4,0.3,64.7,67.4,0.04,21.2,0.3,36.1,57.7,0.37,14.6,0.6,13.1,28.4,0.52,1.24,0.42,0.44,0.02,0.17,0.12,0.29,0.02,0.62,0.02,0.02,0.04,1.15,0.04,3.21,0.56,0.31,0.11,3.00,2.86,2.93,2.90,6.48,6.16,6.32,6.57,7.00,6.78,6.89,7.00,33.3,25.4,29.4,8.5,79.9,104.0,21.3,16.0,18.7,6.5,50.7,69.3,585,370,478,222,1299,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,14.01
2004,27,4,Concord,Kennebec,siL,soybean,NT,UNL,9,111,1,110,123,0,0,0,0,0,0,62595,25331,12138,1517,10349,24004,0.89,0.51,62595,0.0,0.0,655,4101,29.6,181.7,6.0,103.1,290.8,0.62,53.2,0.3,5.9,59.4,0.90,54.9,8.6,321.0,384.5,0.14,2.7,0.3,56.2,59.1,0.05,20.4,0.3,17.8,38.5,0.53,15.3,0.6,13.2,29.0,0.53,1.50,0.44,0.45,0.02,0.17,0.13,0.39,0.02,0.57,0.02,0.02,0.04,1.00,0.06,3.10,0.54,0.17,0.13,2.74,2.52,2.63,2.71,6.48,6.34,6.41,6.54,7.00,7.00,7.00,7.00,21.2,17.9,19.5,10.9,53.2,84.4,15.1,12.1,13.6,9.0,36.9,62.6,538,367,452,269,1231,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,13.93
2004,27,4,Concord,Kennebec,siL,soybean,NT,UNL,9,207,2,110,123,0,0,0,0,0,0,64753,26205,12880,1556,11183,25619,0.89,0.50,65833,0.0,1.7,684,4503,28.6,192.6,8.2,115.4,316.2,0.61,46.0,0.3,2.8,49.0,0.94,61.2,9.8,326.3,397.3,0.15,3.0,0.2,56.4,59.6,0.05,21.0,0.3,21.0,42.3,0.50,15.1,0.6,11.9,27.5,0.55,1.50,0.36,0.47,0.02,0.16,0.12,0.53,0.02,0.63,0.02,0.02,0.04,1.03,0.02,2.92,0.50,0.19,0.11,2.97,2.72,2.85,3.24,6.70,6.32,6.51,6.60,7.00,7.00,7.00,7.00,37.0,24.9,31.0,7.0,84.2,104.1,25.8,17.0,21.4,9.4,58.2,84.9,706,433,569,281,1549,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,14.79
2004,27,4,Concord,Kennebec,siL,soybean,NT,UNL,9,302,3,110,123,0,0,0,0,0,0,59357,24021,12433,1553,11024,25010,0.89,0.50,60437,0.0,1.8,664,4011,31.0,182.4,6.1,109.7,298.1,0.61,54.7,0.4,3.0,58.1,0.94,55.5,8.6,312.1,376.2,0.15,2.5,0.3,57.7,60.4,0.04,15.7,0.4,20.0,36.0,0.43,14.8,0.7,12.3,27.8,0.53,1.47,0.44,0.45,0.02,0.13,0.12,0.39,0.02,0.55,0.02,0.02,0.05,1.00,0.03,2.83,0.52,0.18,0.11,3.01,2.91,2.96,3.06,6.61,6.43,6.52,6.75,7.00,7.00,7.00,7.00,19.9,15.6,17.8,6.8,48.4,67.7,13.5,12.1,12.8,5.4,34.8,50.4,499,335,417,207,1135,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,14.27
2004,27,4,Concord,Kennebec,siL,soybean,NT,UNL,9,412,4,110,123,0,0,0,0,0,0,59357,24021,11738,1419,10272,23429,0.89,0.50,58278,1.8,0.0,652,3799,30.9,159.2,5.6,104.8,269.5,0.59,53.3,0.2,5.1,58.6,0.91,56.8,8.1,304.1,368.9,0.15,2.3,0.3,57.8,60.5,0.04,16.6,0.5,20.5,37.5,0.44,14.3,0.6,12.9,27.8,0.51,1.36,0.45,0.48,0.02,0.14,0.12,0.39,0.01,0.57,0.02,0.03,0.04,1.02,0.05,2.96,0.56,0.20,0.13,3.62,3.39,3.50,3.47,6.65,6.31,6.48,6.40,7.00,7.00,7.00,7.00,26.2,25.6,25.9,11.4,70.5,103.0,18.4,19.4,18.9,9.0,51.4,77.1,597,382,489,246,1331,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,13.47
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P1K1S1,11,311,3,250,280,41,20,43,40,20,22,64753,26205,12733,1566,13041,27340,0.89,0.47,63674,3.3,1.7,680,4331,29.4,195.6,6.4,147.0,349.0,0.56,50.2,0.3,3.8,54.4,0.92,51.4,8.4,384.5,444.3,0.12,2.8,0.3,82.4,85.5,0.03,21.6,0.3,31.9,53.8,0.40,15.6,0.6,14.2,30.5,0.51,1.54,0.39,0.40,0.02,0.17,0.12,0.41,0.02,0.54,0.02,0.02,0.04,1.13,0.03,2.95,0.63,0.24,0.11,2.73,2.64,2.69,2.75,6.42,6.21,6.32,6.59,7.00,6.83,6.91,7.00,25.5,21.1,23.3,5.9,63.4,80.1,17.4,14.3,15.8,5.8,43.1,59.7,651,398,525,246,1427,2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,14.62
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P1K1S1,11,401,4,250,280,41,20,43,40,20,22,66912,27078,13101,1685,12793,27578,0.89,0.48,67991,0.0,1.6,616,4185,31.3,176.5,7.6,138.8,322.9,0.55,54.9,0.6,5.2,60.7,0.90,57.6,9.3,341.2,408.1,0.14,2.6,0.3,58.1,61.0,0.04,23.8,0.4,20.6,44.8,0.53,16.1,0.8,12.4,29.3,0.55,1.35,0.42,0.44,0.02,0.18,0.12,0.45,0.03,0.55,0.02,0.02,0.05,1.09,0.04,2.67,0.45,0.16,0.10,2.87,2.70,2.78,2.92,6.44,6.13,6.29,6.39,7.00,6.79,6.89,7.00,27.5,22.8,25.1,9.1,68.4,94.4,18.4,14.9,16.7,6.8,45.3,64.6,640,409,525,269,1427,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,15.04
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P1K1S1 ,11,110,1,250,280,41,20,43,40,20,22,56120,22711,11726,1433,9985,23144,0.89,0.51,57199,0.0,1.9,674,3857,30.4,152.8,8.6,119.8,281.3,0.54,46.2,0.2,3.8,50.2,0.92,47.2,7.2,317.1,371.6,0.13,2.5,0.2,49.7,52.4,0.05,19.3,0.3,21.5,41.1,0.47,13.9,0.5,12.0,26.5,0.53,1.30,0.39,0.40,0.02,0.16,0.12,0.60,0.01,0.50,0.01,0.02,0.04,1.20,0.04,3.18,0.50,0.22,0.12,2.79,2.62,2.70,2.84,6.58,6.17,6.38,6.51,7.00,6.82,6.91,7.00,30.7,25.4,28.0,5.9,76.3,93.1,19.6,16.9,18.2,4.3,49.5,61.7,601,406,503,261,1368,2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,13.46
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P1K1S1 ,11,210,2,250,280,41,20,43,40,20,22,65833,26642,13043,1642,10494,25180,0.89,0.52,65833,0.0,0.0,635,4180,31.2,200.2,6.9,122.2,329.2,0.61,57.3,0.5,2.0,59.8,0.96,48.0,8.4,359.4,415.7,0.12,2.1,0.3,49.6,52.0,0.04,21.0,0.3,23.5,44.9,0.47,12.6,0.8,9.3,22.7,0.55,1.53,0.44,0.37,0.02,0.16,0.10,0.42,0.03,0.51,0.02,0.02,0.05,1.16,0.02,3.42,0.47,0.22,0.09,3.06,2.92,2.99,2.78,6.69,6.23,6.46,6.32,7.00,6.66,6.83,7.00,37.1,31.0,34.0,9.6,92.6,120.0,25.1,18.4,21.8,9.8,59.2,87.1,792,417,605,277,1644,2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,14.97
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P2K1,10,112,1,250,280,82,40,43,40,0,0,66912,27078,13155,1599,11128,25883,0.89,0.51,64753,3.2,0.0,693,4490,29.3,149.2,7.5,114.3,270.9,0.55,55.0,0.2,4.2,59.4,0.93,58.6,8.9,364.9,432.4,0.14,2.8,0.3,58.9,61.9,0.04,21.2,0.3,23.3,44.8,0.47,15.9,0.5,12.8,29.2,0.54,1.13,0.42,0.45,0.02,0.16,0.12,0.47,0.01,0.56,0.02,0.02,0.03,1.03,0.04,3.28,0.53,0.21,0.11,2.99,2.73,2.86,3.05,6.66,6.32,6.49,6.66,7.00,7.00,7.00,7.00,23.8,17.4,20.6,5.7,56.1,72.3,17.8,14.4,16.1,4.4,43.8,56.3,558,320,439,253,1193,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,15.10
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P2K1,10,209,2,250,280,82,40,43,40,0,0,58278,23584,12144,1430,10322,23895,0.89,0.51,59357,1.9,3.7,662,3930,30.9,170.0,6.9,136.5,313.4,0.54,47.6,0.3,2.8,50.7,0.94,55.7,8.0,343.8,407.5,0.14,2.6,0.2,55.5,58.3,0.04,25.0,0.3,19.4,44.7,0.56,14.4,0.6,10.5,25.5,0.57,1.40,0.39,0.46,0.02,0.21,0.12,0.48,0.02,0.56,0.02,0.02,0.04,1.32,0.03,3.33,0.54,0.19,0.10,3.19,2.95,3.07,2.51,6.75,6.49,6.62,6.54,7.00,7.00,7.00,7.00,35.6,22.2,28.9,7.4,78.6,99.7,26.7,15.7,21.2,6.1,57.6,75.0,706,425,565,296,1538,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,13.94
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P2K1,10,312,3,250,280,82,40,43,40,0,0,51803,20964,11363,1436,10192,22991,0.89,0.49,52882,2.1,4.2,686,3630,31.3,150.1,6.7,133.0,289.8,0.52,45.7,0.3,3.2,49.2,0.93,48.4,8.2,343.9,400.5,0.12,2.6,0.2,56.5,59.3,0.04,8.5,0.3,20.3,29.1,0.29,13.7,0.6,12.5,26.8,0.51,1.32,0.40,0.43,0.02,0.07,0.12,0.47,0.02,0.57,0.02,0.02,0.04,1.30,0.03,3.37,0.55,0.20,0.12,2.57,2.32,2.44,2.49,6.49,6.23,6.36,6.56,7.00,6.64,6.82,7.00,28.8,15.1,21.9,6.6,59.7,78.5,19.2,10.4,14.8,4.5,40.2,53.1,604,343,474,222,1289,1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,13.04
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P2K1,10,407,4,250,280,82,40,43,40,0,0,59357,24021,11729,1441,11267,24437,0.89,0.48,62595,1.8,7.3,623,3897,30.1,177.0,6.6,158.4,342.0,0.52,55.2,0.3,7.5,63.0,0.88,55.5,8.5,432.0,495.9,0.11,2.3,0.3,62.8,65.4,0.04,18.9,0.3,24.8,44.0,0.43,15.1,0.7,13.3,29.1,0.52,1.51,0.47,0.47,0.02,0.16,0.13,0.46,0.02,0.59,0.02,0.02,0.05,1.41,0.07,3.83,0.56,0.22,0.12,3.13,2.88,3.01,2.89,6.50,6.26,6.38,6.46,7.00,7.00,7.00,7.00,40.2,32.9,36.5,12.6,99.4,135.4,22.5,22.7,22.6,9.1,61.5,87.5,792,464,628,261,1708,2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,13.46
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P2K2-S2,12,106,1,250,280,82,40,86,80,40,45,62595,25331,13096,1580,11794,26471,0.89,0.49,62595,0.0,0.0,679,4252,30.8,157.9,8.5,135.3,301.7,0.52,59.9,0.3,5.1,65.3,0.92,65.6,8.6,366.6,440.8,0.15,2.9,0.2,69.8,72.9,0.04,15.2,0.4,30.2,45.8,0.33,15.8,0.6,12.4,28.9,0.55,1.21,0.46,0.50,0.02,0.12,0.12,0.54,0.02,0.55,0.02,0.02,0.04,1.15,0.04,3.11,0.59,0.26,0.11,2.69,2.94,2.82,3.10,6.72,6.40,6.56,6.70,7.00,7.00,7.00,7.00,21.8,14.5,18.1,5.5,49.3,64.9,15.2,9.6,12.4,4.1,33.8,45.5,550,335,443,222,1204,1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,15.03
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P2K2-S2,12,211,2,250,280,82,40,86,80,40,45,71229,28825,13386,1633,13028,28047,0.89,0.48,72308,0.0,1.5,619,4477,29.9,201.9,4.6,139.8,346.3,0.58,57.0,0.7,2.2,60.0,0.95,53.4,9.7,379.1,442.2,0.12,2.3,0.3,60.5,63.0,0.04,14.6,0.3,27.0,41.9,0.35,12.3,0.7,13.0,25.9,0.47,1.51,0.43,0.40,0.02,0.11,0.09,0.28,0.04,0.59,0.02,0.02,0.04,1.07,0.02,2.91,0.46,0.21,0.10,3.42,3.24,3.33,3.26,6.72,6.26,6.49,6.41,7.00,7.00,7.00,7.00,42.8,26.7,34.7,11.0,94.5,126.0,29.2,19.8,24.5,8.3,66.6,90.4,725,464,595,253,1618,2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,15.37
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P2K2-S2,12,307,3,250,280,82,40,86,80,40,45,58278,23584,11267,1425,10563,23255,0.89,0.48,57199,5.6,3.7,604,3456,32.6,163.4,3.9,121.6,288.8,0.57,50.3,0.4,3.4,54.0,0.93,55.3,8.5,305.4,369.2,0.15,3.2,0.2,48.0,51.3,0.06,20.3,0.3,16.7,37.3,0.54,14.5,0.6,9.6,24.7,0.59,1.45,0.45,0.49,0.03,0.18,0.13,0.27,0.03,0.60,0.01,0.02,0.04,1.15,0.03,2.89,0.45,0.16,0.09,3.10,3.00,3.05,3.06,6.61,6.43,6.52,6.71,7.00,7.00,7.00,7.00,31.1,23.5,27.3,6.7,74.2,93.4,19.9,17.9,18.9,5.0,51.4,65.9,534,359,447,207,1215,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,12.93
2004,27,4,Concord,Kennebec,siL,soybean,NT,N4P2K2-S2,12,406,4,250,280,82,40,86,80,40,45,64753,26205,13199,1641,11247,26087,0.89,0.51,65833,0.0,1.7,699,4599,28.7,190.7,6.4,141.1,338.3,0.56,55.8,0.3,4.8,60.9,0.92,57.1,9.5,368.0,434.5,0.13,2.5,0.3,56.6,59.4,0.04,15.2,0.3,20.3,35.8,0.43,15.4,0.6,13.5,29.5,0.52,1.45,0.42,0.43,0.02,0.12,0.12,0.39,0.02,0.58,0.02,0.02,0.04,1.25,0.04,3.27,0.50,0.18,0.12,3.33,3.16,3.25,2.41,6.34,6.15,6.25,6.45,7.00,6.77,6.88,7.00,39.4,25.2,32.3,8.6,87.8,112.4,25.1,17.0,21.1,6.0,57.3,74.4,667,398,532,222,1448,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,40,,,,,,,15.15
2004,28,5,North Bend,Moody,siCL,soybean,CT,N0P1K1 ,1,103,1,0,0,41,20,43,40,0,0,73387,29699,11150,1327,7620,20097,0.89,0.55,71229,2.9,0.0,529,3767,29.6,211.3,5.3,61.3,278.0,0.76,24.5,0.2,4.7,29.4,0.83,35.3,7.5,180.4,223.3,0.16,1.9,0.2,40.1,42.2,0.04,9.5,0.3,27.2,37.0,0.26,10.7,0.3,7.4,18.4,0.58,1.89,0.22,0.32,0.02,0.09,0.10,0.40,0.01,0.57,0.02,0.02,0.02,0.81,0.06,2.37,0.53,0.36,0.10,,,3.01,2.75,,,6.40,6.11,,,7.00,6.82,,,11.2,4.4,33.1,46.5,,,7.6,2.4,22.4,29.9,,,566,324,1663,2662,4.8,4.5,3.1,3.0,4.6,4.1,3.8,70.2,3.0,5.1,1.2,0.8,2.5,46.1,14.5,227.2,182.0,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,12.80
2004,28,5,North Bend,Moody,siCL,soybean,CT,N0P1K1 ,1,204,2,0,0,41,20,43,40,0,0,64753,26205,8060,959,6071,15090,0.89,0.53,62595,6.7,3.3,415,2600,31.0,87.1,3.8,56.9,147.9,0.59,8.1,0.1,2.5,10.8,0.75,17.8,5.5,132.2,155.4,0.11,1.2,0.2,36.5,37.9,0.03,4.9,0.2,20.7,25.9,0.19,6.7,0.2,5.9,12.8,0.52,1.08,0.10,0.22,0.02,0.06,0.08,0.40,0.01,0.57,0.02,0.02,0.02,0.94,0.04,2.18,0.60,0.34,0.10,,,3.22,2.79,,,6.52,6.45,,,7.00,7.00,,,15.6,4.0,45.7,57.9,,,14.8,1.9,43.5,49.4,,,530,312,1559,2523,6.3,3.3,2.7,3.3,4.8,4.1,3.9,70.3,4.8,3.8,1.4,1.1,2.8,50.1,9.8,218.7,186.8,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,9.25
2004,28,5,North Bend,Moody,siCL,soybean,CT,N0P1K1 ,1,305,3,0,0,41,20,43,40,0,0,73387,29699,10173,1211,6710,18094,0.89,0.56,73387,2.9,2.9,431,3159,32.2,98.1,4.9,37.3,140.2,0.70,9.2,0.2,2.1,11.5,0.80,19.9,6.9,96.3,123.1,0.16,1.5,0.2,31.1,32.8,0.05,5.6,0.3,22.3,28.2,0.20,8.3,0.3,5.4,14.0,0.59,0.96,0.09,0.20,0.02,0.05,0.08,0.40,0.01,0.57,0.02,0.02,0.02,0.56,0.03,1.43,0.46,0.33,0.08,,,2.73,2.37,,,6.56,6.49,,,7.00,7.00,,,9.2,4.8,27.0,41.8,,,4.8,1.8,14.0,19.5,,,394,253,1158,1941,4.1,4.8,4.4,6.8,4.5,4.5,5.0,92.6,3.5,2.5,1.2,1.0,2.1,37.6,11.3,217.2,195.6,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,11.68
2004,28,5,North Bend,Moody,siCL,soybean,CT,N0P1K1 ,1,402,4,0,0,41,20,43,40,0,0,73387,29699,10497,1249,6480,18227,0.89,0.58,73387,5.9,5.9,490,3595,29.2,94.5,5.0,39.5,139.0,0.68,9.7,0.2,1.0,10.9,0.89,22.0,7.1,175.4,204.6,0.11,1.6,0.2,32.3,34.1,0.05,9.9,0.3,21.1,31.3,0.32,7.9,0.3,5.2,13.3,0.59,0.90,0.09,0.21,0.02,0.09,0.07,0.40,0.01,0.57,0.02,0.02,0.02,0.61,0.02,2.71,0.50,0.33,0.08,,,3.16,2.72,,,6.72,6.60,,,7.00,7.00,,,8.8,4.3,25.7,39.0,,,4.8,0.7,14.0,16.2,,,456,261,1342,2148,5.7,5.0,2.9,3.1,5.4,4.5,4.2,76.0,3.0,5.6,1.7,1.8,3.0,55.1,9.1,216.4,177.4,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,12.05
2004,28,5,North Bend,Moody,siCL,soybean,CT,N2P0K1,2,106,1,150,168,0,0,43,40,0,0,71229,28825,12499,1487,7198,21184,0.89,0.59,75546,0.0,6.1,465,3511,35.6,180.0,6.0,74.4,260.3,0.69,20.5,0.2,4.8,25.5,0.80,34.5,8.5,194.5,237.5,0.15,2.0,0.3,44.1,46.4,0.04,11.7,0.4,23.0,35.1,0.33,13.2,0.3,7.5,21.1,0.63,1.44,0.16,0.28,0.02,0.09,0.11,0.40,0.01,0.57,0.02,0.02,0.02,1.03,0.07,2.70,0.61,0.32,0.10,,,2.87,2.56,,,6.43,6.25,,,7.00,7.00,,,14.1,5.8,41.4,59.4,,,12.0,2.3,35.3,42.3,,,441,308,1296,2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,14.35
2004,28,5,North Bend,Moody,siCL,soybean,CT,N2P0K1,2,202,2,150,168,0,0,43,40,0,0,73387,29699,12209,1453,7347,21008,0.89,0.58,71229,2.9,0.0,510,3634,33.6,141.9,5.8,72.1,219.8,0.65,11.6,0.2,3.5,15.2,0.76,25.0,8.3,192.7,226.0,0.11,2.0,0.2,40.8,43.0,0.05,3.3,0.4,29.0,32.7,0.10,11.6,0.3,8.4,20.3,0.57,1.16,0.09,0.21,0.02,0.03,0.09,0.40,0.01,0.57,0.02,0.02,0.02,0.98,0.05,2.62,0.56,0.40,0.11,,,2.94,2.45,,,6.72,6.56,,,7.00,7.00,,,8.8,5.9,25.9,44.0,,,6.1,2.3,17.8,24.9,,,503,312,1479,2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,14.01
2004,28,5,North Bend,Moody,siCL,soybean,CT,N2P0K1,2,308,3,150,168,0,0,43,40,0,0,73387,29699,11949,1422,8206,21576,0.89,0.55,71229,2.9,0.0,483,3443,34.7,154.1,5.7,86.4,246.2,0.63,16.0,0.2,3.4,19.6,0.82,28.0,8.1,200.4,236.4,0.12,1.8,0.2,45.0,47.1,0.04,2.4,0.4,23.6,26.3,0.09,11.7,0.3,7.5,19.6,0.60,1.29,0.13,0.23,0.02,0.02,0.10,0.40,0.01,0.57,0.02,0.02,0.02,1.05,0.04,2.44,0.55,0.29,0.09,,,3.06,2.73,,,6.25,6.24,,,6.71,6.75,,,15.1,5.2,44.3,60.3,,,9.3,2.2,27.3,34.0,,,390,281,1147,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,13.72
2004,28,5,North Bend,Moody,siCL,soybean,CT,N2P0K1,2,409,4,150,168,0,0,43,40,0,0,77704,31446,13520,1609,7887,23016,0.89,0.59,75546,2.8,0.0,523,3953,34.2,156.3,6.4,78.9,241.6,0.65,15.8,0.2,1.8,17.8,0.89,28.3,9.1,207.5,244.9,0.12,2.2,0.3,41.2,43.7,0.05,10.7,0.4,21.2,32.3,0.33,12.6,0.4,6.0,18.9,0.66,1.16,0.12,0.21,0.02,0.08,0.09,0.40,0.01,0.57,0.02,0.02,0.02,1.00,0.02,2.63,0.52,0.27,0.08,,,2.74,2.56,,,6.41,6.46,,,7.00,7.00,,,10.8,4.8,31.9,46.8,,,4.4,0.9,12.9,15.5,,,374,226,1101,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,15.52
2004,28,5,North Bend,Moody,siCL,soybean,CT,N2P1K0,3,102,1,150,168,41,20,0,0,0,0,69070,27952,12610,1501,8103,22214,0.89,0.57,69070,0.0,0.0,511,3532,35.7,209.5,6.0,81.4,296.9,0.71,16.0,0.2,4.5,20.7,0.77,29.0,8.5,161.8,199.3,0.15,2.0,0.3,38.5,40.8,0.05,7.8,0.4,19.0,27.2,0.29,11.3,0.3,8.6,20.3,0.56,1.66,0.13,0.23,0.02,0.06,0.09,0.40,0.01,0.57,0.02,0.02,0.02,1.00,0.05,2.00,0.47,0.23,0.11,,,3.06,2.76,,,6.34,6.46,,,7.00,7.00,,,8.7,5.8,25.5,43.3,,,6.3,3.3,18.6,28.9,,,476,285,1399,2278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,14.48
2004,28,5,North Bend,Moody,siCL,soybean,CT,N2P1K0,3,205,2,150,168,41,20,0,0,0,0,64753,26205,11661,1388,7251,20299,0.89,0.57,64753,0.0,0.0,509,3294,35.4,162.6,5.6,89.1,257.2,0.63,14.5,0.2,5.9,20.5,0.70,27.5,7.9,218.8,254.2,0.11,1.7,0.2,45.6,47.6,0.04,2.7,0.3,32.3,35.4,0.08,11.4,0.3,8.6,20.3,0.56,1.39,0.12,0.24,0.02,0.02,0.10,0.40,0.01,0.57,0.02,0.02,0.02,1.23,0.08,3.02,0.63,0.45,0.12,,,3.18,2.74,,,6.49,6.28,,,7.00,7.00,,,15.2,4.2,44.8,57.7,,,11.1,3.1,32.6,42.1,,,476,296,1399,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,13.39
2004,28,5,North Bend,Moody,siCL,soybean,CT,N2P1K0,3,310,3,150,168,41,20,0,0,0,0,77704,31446,12497,1487,8456,22441,0.89,0.56,73387,5.6,0.0,492,3612,34.6,166.6,6.0,83.5,256.0,0.65,15.6,0.2,2.5,18.3,0.86,29.9,8.5,204.3,242.6,0.12,2.0,0.3,46.7,48.9,0.04,11.5,0.4,22.7,34.5,0.33,12.4,0.3,7.2,19.9,0.62,1.33,0.13,0.24,0.02,0.09,0.10,0.40,0.01,0.57,0.02,0.02,0.02,0.99,0.03,2.42,0.55,0.27,0.09,,,3.71,2.74,,,6.28,6.38,,,7.00,7.00,,,10.8,4.9,31.9,47.0,,,5.5,1.4,16.3,20.6,,,374,257,1101,1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,18,,,,,,,14.35
